Date,IDs/Matrilines,Min. Group Size,First Sighting Location,First Sighting Latitude,First Sighting Longitude,First Sighting Time,First Sighting Direction,End Sighting Location,End Sighting Latitude,End Sighting Longitude,End Sighting Time,End Sighting Direction
8/30/2022,"T19, T19B, T49As (no A1 or A2)",7,Turn Point,48.69383333,-123.2645,9:20,NE,North of Yellow Island,48.60266667,-123.0336667,19:35,E
8/31/2022,"T19, T19B, T49As (no A1 or A2)",7,South of Gooch,48.64316667,-123.2838333,9:40,NE,Point Caution,48.55816667,-123.0028333,19:45,M
8/31/2022,"T18, T19C",2,Rock Bay,50.32333333,-125.4188333,8:05,S,South of Cape Mudge,49.96616667,-125.1348333,16:30,SE
9/1/2022,"T18, T19C",2,Nanoose,49.27366667,-124.0851667,16:30,S,SAME,,,,
9/2/2022,"T18, T19C",2,North of Johns Island,48.7015,-123.154,12:55,SE,West of D'Arcy,48.5595,-123.3221667,18:15,SE
9/2/2022,"T19, T19B",2,South of Coal Island,48.66833333,-123.3623333,15:40,M,West of D'Arcy,48.5595,-123.3221667,18:15,SE
9/4/2022,T18s,4,Colville,48.42716667,-122.7811667,10:55,E,Monarch Head,48.74316667,-123.114,18:35,NW
9/5/2022,T18s,4,South of Passage Island (near Vancouver),49.31966667,-123.308,10:40,E,South of Roberts Creek,49.335,-123.6433333,13:45,W
9/6/2022,T18s +,8,SE of Cape Mudge,49.98666667,-125.0941667,9:30,N,East of Cape Mudge,50.0255,-125.1053333,16:30,S
9/8/2022,T18s,4,SE of Discovery,48.378,-123.14,12:25,W,Forrest Island,48.6645,-123.3458333,18:25,W
9/9/2022,T18s,4,Northumberland Channel,49.14516667,-123.842,13:15,NW,NW of Neck Point,49.25083333,-123.9986667,14:45,NW
9/10/2022,T18s,4,Campbell River,50.06033333,-125.248,11:30,N,Mittlenatch,,,16:15,M
9/12/2022,"T18s, T124A4s",6,Oyster River,49.89716667,-125.1286667,16:25,M,Ripple Rock,,,19:55,N
10/15/2022,"T18s, T49As (no A1 or A2)",9,Entrance Island,49.2135,-123.8178333,9:20,SE,Georgina Point,48.88533333,-123.266,18:10,SE
10/16/2022,T18s,4,Reuben Tarte,48.61216667,-123.082,15:00,S,Cattle Pass,48.46383333,-122.9573333,18:10,M
10/17/2022,T18s,4,Kingston,47.79616667,-122.4758333,10:40,S,North of Point Robinson,,,18:30,S
10/18/2022,T18s,4,Alki,47.5925,-122.417,9:30,N,Lagoon Point,,,18:10,NW
10/19/2022,T18s,4,1/4 mile off Hannah Heights,48.49466667,-123.1323333,14:40,NW,Sidney Island,48.58366667,-123.2951667,17:15,E
10/21/2022,"T18s, T49As (no A1 or A2)",9,Cape Mudge,50.00066667,-125.211,15:25,N,Seymour Narrows,50.14133333,-125.3561667,17:20,N
11/30/2022,T18s,4,Mill Bay,48.60983333,-123.5078333,8:00,M,Hatch Point,48.68233333,-123.5286667,12:50,N
12/5/2022,"T18s, T34s, T37, T37Bs",11,Gossip Island,48.88716667,-123.3076667,16:05,SE,Active Pass,48.86416667,-123.3078333,16:30,S
12/6/2022,T18s +,8,"Brooks Point, South Pender",48.72933333,-123.1688333,14:10,NE,SAME,,,,
12/8/2022,T18s,4,East of Valdes,49.05383333,-123.5985,11:35,NW,SAME,,,,
12/19/2022,T18s,4,Active Pass,48.86616667,-123.309,13:30,S,SAME,,,,
12/27/2022,T18s,4,Fulford Harbour,48.76916667,-123.4518333,NTG,M,SAME,,,,
12/28/2022,T18s,4,Powell River,49.83633333,-124.547,15:00,S,SAME,,,,
